f1,f2,f3,f4,Design_Params
0.9065449107904835,0.9616557301696371,0.024928,3.964649665129195e-07,"[0.48405692 0.98449304 0.16535373 0.96806938 0.99991208 0.91136709
 0.73716266 0.22778528 0.45009304 0.16672438 0.90106713]"
0.9029684075457233,0.9649150047067637,0.024224000000000002,0.6648583601272315,"[0.29223041 0.97708854 0.28704968 0.98829102 0.9724141  0.97031713
 0.63891748 0.21138999 0.72562769 0.24170793 0.46460006]"
0.9611391801199476,0.9600832782915505,0.023496000000000003,0.43905370498172214,"[0.43529607 0.88434925 0.24753322 0.9881659  0.9183662  0.53623152
 0.7125212  0.20607749 0.4878083  0.25822627 0.55300787]"
0.884134715393813,0.9550718120735795,0.026479999999999997,0.6249447291348101,"[0.03697837 0.98082473 0.45621881 0.95140447 0.73110954 0.90002952
 0.8113424  0.30605386 0.07511708 0.17150401 0.82433738]"
0.9255769227723152,0.9622992267004402,0.023479999999999997,0.4670245018557748,"[0.27905141 0.97862946 0.28897603 0.98267007 0.91392641 0.94298761
 0.7154063  0.23971751 0.675903   0.21614344 0.46419567]"
0.9092245754559762,0.958663322045247,0.024096000000000006,0.6987574573557055,"[0.49190478 0.98890702 0.15577947 0.96957066 0.98520479 0.83166165
 0.78012338 0.26096845 0.46632042 0.27148023 0.48041713]"
0.8840778585823319,0.9565080155983026,0.026432,0.49253114649730334,"[0.06452043 0.9581984  0.26371929 0.96996682 0.99393303 0.85000856
 0.62615991 0.21798737 0.44873337 0.16598404 0.88075107]"
0.9392027108278581,0.9681258368334186,0.023768000000000004,3.964649665129195e-07,"[0.49177162 0.98053671 0.30490864 0.96104189 0.99971476 0.86130573
 0.7311907  0.20838596 0.42014046 0.15987489 0.43607418]"
0.924846870978523,0.9533534826074284,0.026168000000000004,3.964649665129195e-07,"[0.01670785 0.97807801 0.3179125  0.96996682 0.99971476 0.91710228
 0.62615991 0.22840946 0.44852059 0.16606823 0.88002811]"
0.8828573603078442,0.9598239907251525,0.02625600000000001,0.46119517135509636,"[0.01640844 0.97779899 0.3178004  0.01510361 0.98125562 0.8513255
 0.73098808 0.29317378 0.39416632 0.11005184 0.90533068]"
0.8824904720022173,0.9580635362764642,0.026719999999999994,3.964649665129195e-07,"[0.01430758 0.97275554 0.39522542 0.96987571 0.99971476 0.91710228
 0.6276818  0.22844323 0.44853468 0.20395683 0.88002811]"
0.9512203651028026,0.9611963578670111,0.023528000000000004,3.964649665129195e-07,"[0.47537601 0.9573635  0.29819749 0.9714991  0.99971476 0.91444488
 0.66476696 0.40496582 0.45342363 0.15382345 0.29372008]"
0.8846000370143434,0.9558145677951011,0.025296000000000003,0.4577406286466593,"[0.0516526  0.94334583 0.31963448 0.95685404 0.96070385 0.85162342
 0.66230331 0.20527737 0.43707557 0.16419673 0.89571122]"
0.9340836280534474,0.9607953802884847,0.024024,3.964649665129195e-07,"[0.48405692 0.88055557 0.16772159 0.07112519 0.99983906 0.86508057
 0.73619942 0.25999325 0.39350368 0.1552402  0.51942669]"
0.9096972422273835,0.9542976742188897,0.025904000000000003,0.4637415706697023,"[0.21592781 0.97633391 0.48113604 0.98697667 0.80689319 0.91476111
 0.65785587 0.2875431  0.0299945  0.23617695 0.76745064]"
0.9007363492666626,0.9573660751410339,0.025432000000000003,0.45192875930330645,"[0.06765572 0.99855506 0.29290357 0.93693957 0.75562696 0.53174299
 0.67306321 0.23277556 0.43807703 0.16489512 0.80777536]"
0.95841378650913,0.9539887141600467,0.024424000000000005,3.964649665129195e-07,"[0.48117191 0.98053671 0.32150103 0.97372463 0.99971476 0.86127503
 0.66668402 0.22272429 0.42014046 0.15987489 0.43607418]"
0.9026695635453189,0.9585869436019261,0.024576000000000004,0.4909682296341328,"[0.28136104 0.97703292 0.322418   0.08428448 0.80723947 0.86019929
 0.6664389  0.22119834 0.80730208 0.24291021 0.91415611]"
0.9529625442422611,0.9574833101698644,0.02472,3.964649665129195e-07,"[0.434831   0.99504529 0.29533687 0.98809117 0.99989247 0.54361201
 0.7125212  0.20607749 0.4508354  0.25822627 0.44154618]"
0.9461581273013205,0.9685060264488758,0.023624,3.964649665129195e-07,"[0.42420528 0.88055555 0.38806193 0.99859917 0.99991655 0.86508057
 0.81407597 0.25341222 0.39398994 0.22066869 0.45191011]"
0.8949086608948278,0.9591457398583753,0.024672,0.4616137734165658,"[0.31375841 0.99917481 0.28796475 0.99489424 0.88634678 0.82016911
 0.231468   0.32412539 0.41684731 0.16632324 0.87413919]"
0.9456168338960044,0.9610238845267942,0.023864,3.964649665129195e-07,"[0.43336961 0.99352219 0.29533687 0.9881659  0.99989247 0.54361201
 0.7125212  0.20607749 0.4508354  0.25822627 0.49340828]"
0.9192048683853123,0.9582888069489623,0.02392,0.46898767005706965,"[0.48328185 0.86495472 0.83302879 0.9874205  0.80220711 0.92286247
 0.66412671 0.35630271 0.44438264 0.17169546 0.75895833]"
0.8830425345972271,0.96504509282796,0.025792000000000002,0.44046620769357037,"[0.06710328 0.99855506 0.29340217 0.94452768 0.75562696 0.53174299
 0.68702727 0.23439697 0.43807703 0.16485261 0.80777536]"
0.8873703188876105,0.9555694623892297,0.026767999999999997,0.46207886667913034,"[0.03697687 0.97949767 0.45621881 0.95140447 0.73203325 0.90000927
 0.81681291 0.3913683  0.03715378 0.17150401 0.81874696]"
0.9147915865126451,0.9622879327745875,0.024551999999999994,0.43540587061468466,"[0.07250139 0.88055557 0.19661951 0.99839944 0.99573254 0.86508057
 0.73698491 0.25651537 0.39297375 0.21391111 0.45191011]"
0.8983587327907128,0.9613269644333556,0.025015999999999993,0.4404683500685951,"[0.03633779 0.95830239 0.83302879 0.95326781 0.97340343 0.89956514
 0.67512691 0.20950592 0.44452683 0.16419886 0.82831642]"
0.8792607955491014,0.9669259375035864,0.025688,3.964649665129195e-07,"[0.01430758 0.97275554 0.39522542 0.96987571 0.99971476 0.91710228
 0.6276818  0.22844323 0.44853468 0.19964816 0.88002811]"
0.879883748865732,0.961223953515732,0.025488,0.47449355221729994,"[0.01670785 0.97807801 0.3179125  0.96996682 0.99649385 0.91710228
 0.65222094 0.22840946 0.44852059 0.16563914 0.88002811]"
0.9042252416622756,0.9622456793080019,0.02429600000000001,0.4881457567461743,"[0.07906678 0.92728102 0.29340217 0.93873056 0.75562696 0.53174299
 0.68702727 0.23439697 0.43771499 0.16670445 0.80777536]"
0.9018651743421217,0.9571996709053934,0.026055999999999996,3.964649665129195e-07,"[0.06575527 0.95857931 0.3172123  0.04894421 0.99966016 0.81232486
 0.62717119 0.22937019 0.44971747 0.1652204  0.87110189]"
0.9207804341855944,0.9556482276231831,0.025768000000000003,0.4452613583367218,"[0.22137467 0.97564578 0.48075322 0.98697667 0.80689319 0.91476111
 0.65785587 0.28819157 0.46982541 0.21802637 0.76745064]"
0.9319862229451126,0.9542749401304643,0.025720000000000003,0.4706924820437254,"[0.29223041 0.97633391 0.48113604 0.971743   0.8085474  0.90574886
 0.65730046 0.23849272 0.0299945  0.15347182 0.61735683]"
0.9361580806965831,0.9604571619536125,0.024160000000000004,0.4263651549337354,"[0.48405692 0.99323337 0.17328234 0.99839944 0.93945556 0.85083544
 0.72789776 0.25854213 0.4169051  0.21970549 0.45191011]"
0.8870712509136703,0.9661169865945347,0.024447999999999994,0.43325782723976447,"[0.29266616 0.97807801 0.31793425 0.98724983 0.99880008 0.90744811
 0.62621913 0.19739361 0.44852059 0.16606823 0.88002811]"
0.9231326698369609,0.9696162216982251,0.023648,3.964649665129195e-07,"[0.49299818 0.98693769 0.28756436 0.85783235 0.99971476 0.91636925
 0.73380798 0.35056108 0.46628079 0.17256188 0.86289455]"
0.902228219801463,0.9557991197114515,0.025639999999999996,0.4549306825712859,"[0.00922916 0.98115739 0.40290565 0.98815233 0.73010748 0.57357341
 0.71210506 0.20607749 0.38481374 0.17232532 0.87983375]"
0.9130296252099157,0.9583211595934277,0.024816,3.964649665129195e-07,"[0.01695765 0.88267341 0.38659753 0.99859917 0.99982274 0.81702465
 0.81407597 0.25341222 0.39398994 0.16159194 0.45191011]"
0.9374768568339469,0.9590495973178722,0.024352000000000002,3.964649665129195e-07,"[0.48405692 0.88055555 0.16531441 0.99839944 0.99991655 0.9153416
 0.73716266 0.25341222 0.45009304 0.21887647 0.45191011]"
0.8922309993861234,0.963177697279933,0.025103999999999994,0.45544535376614914,"[0.08374007 0.97506239 0.29192873 0.96625972 0.80843873 0.84472393
 0.67208558 0.20447489 0.44869735 0.17281804 0.82884905]"
0.8911946950035347,0.9570841564621257,0.025591999999999997,0.44752406535919453,"[0.03633779 0.95854763 0.83302879 0.95326781 0.96154382 0.89965311
 0.66412671 0.35191121 0.44438264 0.16419886 0.82831642]"
0.9112212344911301,0.9558333793495175,0.02604,0.44469873969094204,"[0.00595662 0.95833846 0.76943065 0.97411265 0.72569221 0.53746145
 0.53125871 0.40083813 0.43913538 0.16594933 0.80584318]"
0.8819407480006216,0.9630256357589534,0.025992000000000005,3.964649665129195e-07,"[0.05403974 0.99006135 0.28830165 0.96996682 0.99971476 0.91703416
 0.62615991 0.26255576 0.52843571 0.16606108 0.85874002]"
0.9124690279517775,0.9578225672899896,0.023992,0.43868396330321824,"[0.46294141 0.99931715 0.39738624 0.97057004 0.60616353 0.9145577
 0.63831354 0.18601182 0.4623823  0.22071777 0.86351418]"
0.8952544591081979,0.9590950007397593,0.025063999999999996,0.4648528934443851,"[0.056114   0.95898882 0.83302879 0.95326781 0.96154382 0.98192188
 0.66412671 0.36067163 0.4614809  0.16450901 0.82831642]"
0.8938141315975606,0.9539386045932108,0.026247999999999994,0.4291440726326724,"[0.09149739 0.99841044 0.29340217 0.94452768 0.75562696 0.55262829
 0.58791808 0.25994352 0.43764548 0.31309147 0.94210051]"
0.9034910788799326,0.9669643671162552,0.024344,3.964649665129195e-07,"[0.41400265 0.95817239 0.31632749 0.06972512 0.99971476 0.91638542
 0.73150197 0.21798737 0.44873337 0.15987489 0.87311887]"
0.9058899720526693,0.9630943147046438,0.024400000000000005,0.4832700166335026,"[0.50787201 0.9913634  0.310913   0.99839944 0.99724174 0.86507113
 0.73716266 0.25651537 0.45767279 0.19325508 0.8016437 ]"
0.9220324701785823,0.9543489084836162,0.025535999999999996,0.46489326361131655,"[0.03697837 0.92747369 0.44689304 0.95224544 0.73110954 0.90002952
 0.8113424  0.30605386 0.44413361 0.17150401 0.8278195 ]"
0.9092812256083006,0.9639030182431478,0.023952,3.964649665129195e-07,"[0.49130762 0.9573635  0.29899277 0.95011048 0.99971476 0.58762556
 0.66607926 0.40496582 0.47820609 0.15356803 0.9040932 ]"
0.8986628426247693,0.9569907873782346,0.025439999999999997,0.4422203030608961,"[0.0464861  0.9805471  0.322418   0.08428448 0.80723947 0.86035027
 0.66635515 0.22090609 0.83557448 0.24291021 0.91415611]"
0.9220151026448746,0.9570874062917835,0.02372,0.43219816949768636,"[0.46294141 0.99895495 0.39738624 0.97184025 0.60616353 0.9145577
 0.71277226 0.20443125 0.4550465  0.22071777 0.86351418]"
0.8850632681397077,0.9569040932659831,0.024512,0.4926930740908245,"[0.06452043 0.9581984  0.26047785 0.96899992 0.99380799 0.89570333
 0.62574276 0.17750008 0.44873337 0.16588798 0.88077802]"
0.9018134489734875,0.9624251164751744,0.024887999999999997,3.964649665129195e-07,"[0.51300828 0.95270336 0.28756436 0.85808503 0.99971476 0.91638542
 0.73172044 0.21798737 0.44873337 0.15987489 0.87110189]"
0.9154097176106045,0.960529804577664,0.023864,0.48657233874094563,"[0.29223041 0.99436009 0.28704968 0.48600679 0.9724141  0.97031713
 0.63757957 0.21147689 0.75631911 0.2374356  0.46460006]"
0.9261847026927089,0.9630347106659647,0.023600000000000003,0.45058932051186384,"[0.47797061 0.88055557 0.16772159 0.99839944 0.99694002 0.8278226
 0.73716266 0.25862145 0.42191639 0.21887647 0.45875156]"
0.9078941043256961,0.9655800490310289,0.023704000000000003,0.4658517813904754,"[0.49062933 0.9952383  0.31357119 0.99839944 0.99712357 0.86507113
 0.73716266 0.3524736  0.45767279 0.16651176 0.8016437 ]"
0.9215255948468919,0.9605570692081171,0.023664,0.444671642748631,"[0.40990418 0.99895495 0.39738624 0.97184025 0.60616353 0.9145577
 0.71277226 0.20443125 0.4550465  0.22071777 0.86351418]"
0.9222353367080502,0.9630606454866179,0.023791999999999997,3.964649665129195e-07,"[0.49299818 0.98092915 0.29615848 0.87111087 0.99971476 0.58265679
 0.71333824 0.20821041 0.46628079 0.15987489 0.86138118]"
0.900718056414615,0.9633913703312926,0.024976000000000005,3.964649665129195e-07,"[0.0016477  0.9881436  0.3172123  0.055146   0.99972039 0.91703416
 0.62717119 0.26023092 0.4486483  0.15426748 0.51911913]"
0.9057060539952795,0.954645876104556,0.025232000000000004,0.4784341619383411,"[0.07366028 0.95825531 0.26371929 0.99940182 0.99420199 0.85010443
 0.63261466 0.21798737 0.46571817 0.19292203 0.44826652]"
0.8904308104491687,0.9575440700883269,0.025568,3.964649665129195e-07,"[0.02144464 0.89525384 0.15669708 0.99793931 0.99996528 0.91901954
 0.73072069 0.26703655 0.45541598 0.16604244 0.89559471]"
0.9020730395275371,0.9585887566236622,0.024847999999999995,0.4642593779078611,"[0.00839398 0.98791787 0.15577947 0.96996008 0.99620092 0.83167518
 0.65965339 0.2608728  0.46632042 0.27086028 0.45917389]"
0.9068262151382438,0.9570384627407277,0.025192000000000003,0.4811969574884534,"[0.47762272 0.98125213 0.29615848 0.95536472 0.99846971 0.57752991
 0.71333824 0.20821041 0.46628079 0.15987489 0.82831572]"
0.8969671258147999,0.9551418425058514,0.025976,0.4620632420019531,"[0.08510957 0.98632705 0.28758533 0.85783235 0.75661766 0.91638542
 0.73172044 0.26280869 0.46628079 0.31288655 0.85940068]"
0.8854913326768621,0.9605180843667436,0.025728000000000008,3.964649665129195e-07,"[0.01670785 0.97807801 0.3179125  0.97661872 0.99971476 0.82754175
 0.6591799  0.22840946 0.44803007 0.16606823 0.88002811]"
0.8925705173343165,0.9621535501837721,0.024776000000000003,0.4685276378577297,"[0.44935708 0.98632705 0.28366754 0.96870931 0.97997726 0.91638542
 0.58336635 0.26280869 0.46652115 0.15987489 0.86433664]"
0.8968667763442207,0.9609269258131681,0.024952000000000005,0.45956225369383347,"[0.07906678 0.92851409 0.28771741 0.97144309 0.99119837 0.53174299
 0.72659405 0.23439697 0.44824504 0.16670445 0.90343204]"
0.9049544715616177,0.9604161461358809,0.024135999999999998,0.48438988303705166,"[0.48282513 0.97582307 0.30582787 0.96981135 0.95162565 0.85835151
 0.62619414 0.2160891  0.4493998  0.21943494 0.82731292]"
0.8800655194208087,0.960093144963477,0.026224000000000004,3.964649665129195e-07,"[0.01670785 0.98835727 0.16053651 0.96996206 0.99971476 0.83108964
 0.62615991 0.22840946 0.46571453 0.16838605 0.89438466]"
0.8959937316224289,0.9616062964926411,0.025264,3.964649665129195e-07,"[0.0016477  0.99882013 0.31843245 0.07437498 0.99972039 0.51588146
 0.62717119 0.23090611 0.4486483  0.16438835 0.51911913]"
0.8947965070902377,0.9569086494454817,0.026208,0.45672590052623896,"[0.0016477  0.9881436  0.3172123  0.91722957 0.98785514 0.92484574
 0.62717119 0.2000358  0.44904367 0.16549804 0.5281269 ]"
0.9072696379279879,0.9610104468880687,0.024256,0.47143987028106754,"[0.29670047 0.97708854 0.29521024 0.98829102 0.9393937  0.97031713
 0.64149618 0.21138999 0.73070865 0.24178938 0.46460006]"
0.8998606896639993,0.9651497742375772,0.024704000000000004,3.964649665129195e-07,"[0.50382876 0.9544632  0.31297656 0.85783235 0.99971476 0.91638542
 0.73172044 0.2182403  0.44848066 0.15987489 0.97734437]"
0.9068786184019993,0.9652393497707769,0.024199999999999996,0.4685211098846258,"[0.48405692 0.92341878 0.17328234 0.99839944 0.938807   0.87259403
 0.72789776 0.25854213 0.46517572 0.21970549 0.45191011]"
0.9084433942854018,0.9650509069160942,0.024744000000000002,3.964649665129195e-07,"[0.49311875 0.9573635  0.29819749 0.86849565 0.99971476 0.58762556
 0.71625612 0.40496582 0.47813177 0.15356803 0.90374421]"
0.9012381966322632,0.9571665801602827,0.025168000000000003,0.4793375921427805,"[0.08377194 0.99341733 0.30998335 0.3594029  0.72237061 0.5047254
 0.75008715 0.21147466 0.45939423 0.19330758 0.80253851]"
0.8894678015648745,0.9581522159245015,0.025279999999999997,0.4420962820079125,"[0.03664269 0.98082473 0.45621881 0.96649385 0.73110954 0.90002952
 0.67589625 0.2061781  0.07967051 0.17150897 0.82433738]"
0.9154033569664355,0.9609595907294471,0.024176,0.43796010715291406,"[0.43529607 0.88434925 0.24753322 0.9881659  0.92761122 0.53623152
 0.74818489 0.20595351 0.46873472 0.25887052 0.55300787]"
0.8822389246356594,0.9625276048467782,0.025136,0.45424255526796,"[0.11773774 0.97601723 0.322418   0.08428448 0.80689319 0.85154522
 0.66661055 0.22119834 0.4551989  0.16422854 0.91415611]"
0.8999831605503392,0.9685849378167773,0.024271999999999995,3.964649665129195e-07,"[0.07916873 0.99352219 0.29533687 0.96691157 0.99988799 0.50808742
 0.7124249  0.21105237 0.45110972 0.19330601 0.55269066]"
0.9009211884497587,0.9648576628089203,0.024416,0.47532683029053396,"[0.07366028 0.95968826 0.26371929 0.99847496 0.99420199 0.85010443
 0.62615991 0.21798737 0.46571817 0.16598404 0.44826652]"
0.9120906257033556,0.9593418856394067,0.024768000000000002,3.964649665129195e-07,"[0.01695765 0.88267341 0.36179807 0.99905701 0.99982274 0.54512031
 0.81184866 0.25535288 0.39398994 0.1529129  0.45191011]"
0.8834873356388542,0.960751194286455,0.02592,3.964649665129195e-07,"[0.06961198 0.89525384 0.13768755 0.97198377 0.99996528 0.91901954
 0.73072069 0.26703655 0.4550427  0.16604244 0.89559471]"
0.911314560939049,0.9631772538220069,0.024128,3.964649665129195e-07,"[0.48205548 0.88055555 0.14988381 0.99879206 0.99991655 0.86506584
 0.73716266 0.25649641 0.45241986 0.19481532 0.79209317]"
0.8909594223621727,0.9592076841439718,0.025151999999999997,0.4602775187207542,"[0.04995194 0.92728102 0.2903017  0.99370782 0.75562696 0.53604565
 0.68702727 0.23439697 0.45681908 0.17127555 0.80287364]"
